provincia,date,Ocupacion_finde,Ocupacion_Parcelas,Establecimientos,Parcelas,Plazas,Parcelas_Ocupadas,Personal,empleados_por_establecimiento,empleados_por_parcela,parcelas_por_establecimiento,dias_mes,ocupacion_real
02 Albacete,2017-07-01,,,8.0,1180.0,3628.0,15449.0,77.0,9.625,0.06525423728813559,147.5,31,0.4223346090759978
02 Albacete,2017-08-01,,,8.0,1184.0,3637.0,19829.0,85.0,10.625,0.07179054054054054,148.0,31,0.5402408456843941
02 Albacete,2017-09-01,,,6.0,1076.0,3322.0,7804.0,58.0,9.666666666666666,0.05390334572490706,179.33333333333334,30,0.24175960346964065
02 Albacete,2017-10-01,,,6.0,1016.0,3098.0,7164.0,32.0,5.333333333333333,0.031496062992125984,169.33333333333334,31,0.22745745491490982
02 Albacete,2017-11-01,,,4.0,659.0,1731.0,6673.0,19.0,4.75,0.028831562974203338,164.75,30,0.3375316135558928
02 Albacete,2017-12-01,,,4.0,470.0,1382.0,4746.0,11.0,2.75,0.023404255319148935,117.5,31,0.32573781743308167
02 Albacete,2018-01-01,,,3.0,331.0,1125.0,3029.0,11.0,3.6666666666666665,0.03323262839879154,110.33333333333333,31,0.29519540005847383
02 Albacete,2018-02-01,,,3.0,316.0,1086.0,2481.0,10.0,3.3333333333333335,0.03164556962025317,105.33333333333333,28,0.2804023508137432
02 Albacete,2018-03-01,,,4.0,798.0,2562.0,6751.0,37.0,9.25,0.046365914786967416,199.5,31,0.27289999191527203
02 Albacete,2018-04-01,,,5.0,994.0,3101.0,7682.0,32.0,6.4,0.03219315895372234,198.8,30,0.25761234071093225
02 Albacete,2018-05-01,,,5.0,994.0,3100.0,7153.0,37.0,7.4,0.03722334004024145,198.8,31,0.23213474394755632
02 Albacete,2018-06-01,,,6.0,1019.0,3186.0,8633.0,44.0,7.333333333333333,0.04317958783120707,169.83333333333334,30,0.2824010467778868
02 Albacete,2018-07-01,,,8.0,1227.0,3854.0,17870.0,90.0,11.25,0.07334963325183375,153.375,31,0.46980571548755157
02 Albacete,2018-08-01,,,9.0,1347.0,4278.0,19638.0,120.0,13.333333333333334,0.08908685968819599,149.66666666666666,31,0.470292406063654
02 Albacete,2018-09-01,,,7.0,1230.0,3939.0,8510.0,73.0,10.428571428571429,0.05934959349593496,175.71428571428572,30,0.23062330623306232
02 Albacete,2018-10-01,,,7.0,1177.0,3741.0,8551.0,41.0,5.857142857142857,0.034834324553950725,168.14285714285714,31,0.23435744237673692
02 Albacete,2018-11-01,,,4.0,696.0,1915.0,6798.0,19.0,4.75,0.027298850574712645,174.0,30,0.32557471264367815
02 Albacete,2018-12-01,,,4.0,451.0,1464.0,4623.0,15.0,3.75,0.03325942350332594,112.75,31,0.33066304270080826
02 Albacete,2019-03-01,,,5.0,914.0,2993.0,914.0,40.0,8.0,0.0437636761487965,182.8,31,0.03225806451612903
02 Albacete,2019-04-01,,,7.0,1171.0,3702.0,1171.0,48.0,6.857142857142857,0.04099060631938514,167.28571428571428,30,0.03333333333333333
02 Albacete,2019-05-01,,,7.0,1241.0,3961.0,1241.0,49.0,7.0,0.0394842868654311,177.28571428571428,31,0.03225806451612903
02 Albacete,2019-06-01,,,7.0,1242.0,3962.0,1242.0,59.0,8.428571428571429,0.04750402576489533,177.42857142857142,30,0.03333333333333333
02 Albacete,2019-07-01,,,8.0,1291.0,4060.0,1291.0,98.0,12.25,0.07591014717273431,161.375,31,0.03225806451612903
02 Albacete,2019-08-01,,,8.0,1281.0,4025.0,1281.0,104.0,13.0,0.08118657298985169,160.125,31,0.03225806451612903
02 Albacete,2019-09-01,,,8.0,1265.0,4009.0,1265.0,62.0,7.75,0.04901185770750988,158.125,30,0.03333333333333333
02 Albacete,2019-10-01,,,6.0,1120.0,3426.0,1120.0,50.0,8.333333333333334,0.044642857142857144,186.66666666666666,31,0.03225806451612903
02 Albacete,2019-11-01,,,3.0,670.0,1767.0,670.0,12.0,4.0,0.01791044776119403,223.33333333333334,30,0.03333333333333333
02 Albacete,2020-04-01,,0.0,0.0,0.0,,,0.0,,,,30,
02 Albacete,2020-06-01,,,3.0,518.0,1823.0,1795.0,26.0,8.666666666666666,0.05019305019305019,172.66666666666666,30,0.1155083655083655
02 Albacete,2020-07-01,,,6.0,890.0,3070.0,9101.0,80.0,13.333333333333334,0.0898876404494382,148.33333333333334,31,0.32986589343965206
02 Albacete,2020-08-01,,,6.0,890.0,3070.0,12558.0,93.0,15.5,0.10449438202247191,148.33333333333334,31,0.4551649148242117
02 Albacete,2020-09-01,,,4.0,726.0,2577.0,4492.0,43.0,10.75,0.05922865013774105,181.5,30,0.20624426078971533
02 Albacete,2020-10-01,,,4.0,659.0,2309.0,4677.0,30.0,7.5,0.04552352048558422,164.75,31,0.22893925302266385
02 Albacete,2021-03-01,,,4.0,664.0,2382.0,3202.0,31.0,7.75,0.046686746987951805,166.0,31,0.1555577147298873
02 Albacete,2021-04-01,,,5.0,850.0,2972.0,4031.0,43.0,8.6,0.05058823529411765,170.0,30,0.158078431372549
02 Albacete,2021-05-01,,,6.0,1173.0,3566.0,4831.0,48.0,8.0,0.04092071611253197,195.5,31,0.1328548249594368
02 Albacete,2021-06-01,,,6.0,1174.0,3567.0,5936.0,48.0,8.0,0.04088586030664395,195.66666666666666,30,0.16854060193072118
02 Albacete,2021-07-01,,,7.0,1196.0,3670.0,13699.0,82.0,11.714285714285714,0.06856187290969899,170.85714285714286,31,0.3694843025137555
02 Albacete,2021-08-01,,,7.0,1196.0,3670.0,17944.0,94.0,13.428571428571429,0.07859531772575251,170.85714285714286,31,0.48397885424533393
02 Albacete,2021-09-01,,,6.0,1145.0,3567.0,7848.0,72.0,12.0,0.062882096069869,190.83333333333334,30,0.22847161572052402
02 Albacete,2021-10-01,,,6.0,1156.0,3589.0,6421.0,45.0,7.5,0.03892733564013841,192.66666666666666,31,0.17917736354503852
02 Albacete,2021-11-01,,,3.0,674.0,1757.0,2935.0,18.0,6.0,0.026706231454005934,224.66666666666666,30,0.14515331355093966
02 Albacete,2021-12-01,,,3.0,447.0,1339.0,2885.0,14.0,4.666666666666667,0.03131991051454139,149.0,31,0.20819802266002743
02 Albacete,2022-03-01,,,4.0,679.0,2434.0,3875.0,31.0,7.75,0.045655375552282766,169.75,31,0.18409425625920472
02 Albacete,2022-04-01,,,6.0,1187.0,3549.0,7431.0,43.0,7.166666666666667,0.03622577927548441,197.83333333333334,30,0.20867733782645323
02 Albacete,2022-05-01,,,6.0,1186.0,3566.0,6080.0,51.0,8.5,0.04300168634064081,197.66666666666666,31,0.16537017896970027
02 Albacete,2022-06-01,,,6.0,1187.0,3567.0,6889.0,71.0,11.833333333333334,0.05981465880370682,197.83333333333334,30,0.19345689413086212
02 Albacete,2022-07-01,,,7.0,1253.0,3670.0,13263.0,87.0,12.428571428571429,0.06943335993615324,179.0,31,0.34145148417990373
02 Albacete,2022-08-01,,,7.0,1253.0,3670.0,18857.0,88.0,12.571428571428571,0.07023144453312051,179.0,31,0.48546713693587
02 Albacete,2022-09-01,,,6.0,1185.0,3558.0,6946.0,67.0,11.166666666666666,0.056540084388185655,197.5,30,0.19538677918424754
02 Albacete,2022-10-01,,,6.0,1193.0,3571.0,5825.0,41.0,6.833333333333333,0.03436714165968147,198.83333333333334,31,0.15750479950247412
02 Albacete,2022-11-01,,,3.0,678.0,1757.0,3928.0,15.0,5.0,0.022123893805309734,226.0,30,0.19311701081612587
02 Albacete,2023-03-01,,,4.0,713.0,2503.0,4924.0,39.0,9.75,0.0546984572230014,178.25,31,0.22277518888838618
02 Albacete,2023-04-01,,,6.0,1195.0,3558.0,9053.0,55.0,9.166666666666666,0.04602510460251046,199.16666666666666,30,0.25252440725244074
02 Albacete,2023-05-01,,,6.0,1192.0,3566.0,5620.0,51.0,8.5,0.04278523489932886,198.66666666666666,31,0.15208919679584326
02 Albacete,2023-06-01,,,6.0,1196.0,3572.0,6709.0,48.0,8.0,0.04013377926421405,199.33333333333334,30,0.18698439241917503
02 Albacete,2023-07-01,,,7.0,1255.0,3670.0,14560.0,86.0,12.285714285714286,0.06852589641434263,179.28571428571428,31,0.37424495566122606
02 Albacete,2023-08-01,,,7.0,1255.0,3670.0,19790.0,86.0,12.285714285714286,0.06852589641434263,179.28571428571428,31,0.5086749775093176
02 Albacete,2023-09-01,,,6.0,1187.0,3558.0,6065.0,67.0,11.166666666666666,0.05644481887110362,197.83333333333334,30,0.17031732659365348
02 Albacete,2023-10-01,,,6.0,1197.0,3575.0,6988.0,46.0,7.666666666666667,0.03842940685045948,199.5,31,0.18832026302314928
02 Albacete,2023-11-01,,,3.0,441.0,1317.0,4573.0,12.0,4.0,0.027210884353741496,147.0,30,0.3456538170823885
02 Albacete,2024-03-01,,,4.0,701.0,2312.0,6129.0,36.0,9.0,0.05135520684736091,175.25,31,0.2820394827665547
02 Albacete,2024-04-01,,,6.0,888.0,3031.0,5725.0,45.0,7.5,0.05067567567567568,148.0,30,0.2149024024024024
02 Albacete,2024-05-01,,,6.0,958.0,3135.0,7399.0,51.0,8.5,0.05323590814196242,159.66666666666666,31,0.24914135632029094
02 Albacete,2024-06-01,,,6.0,891.0,3036.0,7382.0,49.0,8.166666666666666,0.05499438832772166,148.5,30,0.2761690983913206
02 Albacete,2024-07-01,,,7.0,1255.0,3670.0,13832.0,82.0,11.714285714285714,0.0653386454183267,179.28571428571428,31,0.35553270787816477
02 Albacete,2024-08-01,,,7.0,1009.0,3310.0,20448.0,79.0,11.285714285714286,0.07829534192269574,144.14285714285714,31,0.6537293391732473
02 Albacete,2024-09-01,,,5.0,983.0,3109.0,8579.0,62.0,12.4,0.06307222787385554,196.6,30,0.2909121736181757
02 Albacete,2024-10-01,,,6.0,887.0,3028.0,7774.0,39.0,6.5,0.043968432919954906,147.83333333333334,31,0.282721751463796
02 Albacete,2025-03-01,,,4.0,744.0,2611.0,13452.0,29.0,7.25,0.038978494623655914,186.0,31,0.5832466181061394
02 Albacete,2025-04-01,,,5.0,853.0,2912.0,10763.0,45.0,9.0,0.05275498241500586,170.6,30,0.4205939820242282
02 Albacete,2025-05-01,,,5.0,855.0,2915.0,8150.0,48.0,9.6,0.056140350877192984,171.0,31,0.3074891529900019
02 Albacete,2025-06-01,,,5.0,955.0,3099.0,10670.0,56.0,11.2,0.05863874345549738,191.0,30,0.3724258289703316
02 Albacete,2025-07-01,,,6.0,1078.0,3313.0,16659.0,47.0,7.833333333333333,0.04359925788497217,179.66666666666666,31,0.49850380034711833
02 Albacete,2025-08-01,,,7.0,1246.0,3623.0,25179.0,84.0,12.0,0.06741573033707865,178.0,31,0.6518666183399783
02 Albacete,2025-09-01,,,5.0,833.0,2878.0,12111.0,40.0,8.0,0.04801920768307323,166.6,30,0.4846338535414166
02 Albacete,2025-10-01,,,6.0,1184.0,3541.0,11024.0,51.0,8.5,0.04307432432432432,197.33333333333334,31,0.3003487358326068
03 Alicante/Alacant,2017-01-01,,,41.0,9712.0,30451.0,230878.0,397.0,9.682926829268293,0.04087726523887974,236.8780487804878,31,0.7668531115480682
03 Alicante/Alacant,2017-02-01,,,41.0,9716.0,30467.0,217687.0,398.0,9.707317073170731,0.04096335940716344,236.97560975609755,28,0.8001786449450097
03 Alicante/Alacant,2017-03-01,,,41.0,9714.0,30457.0,217315.0,395.0,9.634146341463415,0.04066296067531398,236.9268292682927,31,0.7216554756354314
03 Alicante/Alacant,2017-04-01,,,42.0,9815.0,30790.0,187602.0,410.0,9.761904761904763,0.041772796739684155,233.6904761904762,30,0.6371268466632705
03 Alicante/Alacant,2017-05-01,,,43.0,10656.0,33427.0,191180.0,623.0,14.488372093023257,0.05846471471471471,247.8139534883721,31,0.5787440666472925
03 Alicante/Alacant,2017-06-01,,,45.0,10843.0,33988.0,190794.0,593.0,13.177777777777777,0.05468966153278613,240.95555555555555,30,0.5865350917642719
03 Alicante/Alacant,2017-07-01,,,46.0,10893.0,34232.0,213401.0,811.0,17.630434782608695,0.07445148260350684,236.80434782608697,31,0.6319565983481549
03 Alicante/Alacant,2017-08-01,,,48.0,11111.0,35128.0,238673.0,845.0,17.604166666666668,0.07605076050760508,231.47916666666666,31,0.6929285421886477
03 Alicante/Alacant,2017-09-01,,,47.0,10567.0,33680.0,192389.0,591.0,12.574468085106384,0.055928835052522004,224.82978723404256,30,0.6068862181003754
03 Alicante/Alacant,2017-10-01,,,46.0,10385.0,33177.0,220565.0,574.0,12.478260869565217,0.05527202696196437,225.7608695652174,31,0.6851227732306211
03 Alicante/Alacant,2017-11-01,,,44.0,9964.0,31517.0,205394.0,420.0,9.545454545454545,0.042151746286631875,226.45454545454547,30,0.6871202997457514
03 Alicante/Alacant,2017-12-01,,,44.0,9972.0,31547.0,218528.0,422.0,9.590909090909092,0.04231849177697553,226.63636363636363,31,0.7069083757100527
03 Alicante/Alacant,2018-01-01,,77.0,43.0,9791.0,31077.0,233715.0,416.0,9.674418604651162,0.04248799918292309,227.69767441860466,31,0.7700126185667548
03 Alicante/Alacant,2018-02-01,,,42.0,9750.0,30824.0,224024.0,416.0,9.904761904761905,0.042666666666666665,232.14285714285714,28,0.8206007326007326
03 Alicante/Alacant,2018-03-01,,,42.0,9776.0,30908.0,238305.0,431.0,10.261904761904763,0.044087561374795414,232.76190476190476,31,0.7863398183834011
03 Alicante/Alacant,2018-04-01,,,45.0,10129.0,33104.0,195328.0,447.0,9.933333333333334,0.04413071379208214,225.0888888888889,30,0.6428011978806727
03 Alicante/Alacant,2018-05-01,,,48.0,11337.0,36561.0,211492.0,881.0,18.354166666666668,0.07771015259768899,236.1875,31,0.6017749475738874
03 Alicante/Alacant,2018-06-01,,,49.0,11466.0,36960.0,210890.0,909.0,18.551020408163264,0.07927786499215071,234.0,30,0.6130879702308274
03 Alicante/Alacant,2018-07-01,,,50.0,11546.0,37245.0,231313.0,944.0,18.88,0.08175991685432184,230.92,31,0.646259282645016
03 Alicante/Alacant,2018-08-01,,,50.0,11546.0,37245.0,255833.0,992.0,19.84,0.08591720076216872,230.92,31,0.714765063169482
03 Alicante/Alacant,2018-09-01,,,48.0,10922.0,35632.0,202317.0,670.0,13.958333333333334,0.061344076176524445,227.54166666666666,30,0.6174601721296465
03 Alicante/Alacant,2018-10-01,,,48.0,11324.0,36469.0,246677.0,930.0,19.375,0.08212645708230307,235.91666666666666,31,0.7026953886122538
03 Alicante/Alacant,2018-11-01,,,46.0,10406.0,33871.0,219146.0,440.0,9.565217391304348,0.042283298097251586,226.2173913043478,30,0.7019860336985073
03 Alicante/Alacant,2018-12-01,,,45.0,10330.0,33530.0,232209.0,434.0,9.644444444444444,0.0420135527589545,229.55555555555554,31,0.7251319364206976
03 Alicante/Alacant,2019-01-01,,,44.0,10208.0,33245.0,10208.0,428.0,9.727272727272727,0.04192789968652037,232.0,31,0.03225806451612903
03 Alicante/Alacant,2019-02-01,,,44.0,10208.0,33245.0,10208.0,429.0,9.75,0.04202586206896552,232.0,28,0.03571428571428571
03 Alicante/Alacant,2019-03-01,,,44.0,10208.0,33245.0,10208.0,427.0,9.704545454545455,0.041829937304075235,232.0,31,0.03225806451612903
03 Alicante/Alacant,2019-04-01,,,47.0,10407.0,33849.0,10407.0,452.0,9.617021276595745,0.0434323051792063,221.4255319148936,30,0.03333333333333333
03 Alicante/Alacant,2019-05-01,,,51.0,11536.0,37464.0,11536.0,964.0,18.901960784313726,0.08356449375866852,226.19607843137254,31,0.03225806451612903
03 Alicante/Alacant,2019-06-01,,,51.0,11552.0,37460.0,11552.0,975.0,19.11764705882353,0.08440096952908588,226.50980392156862,30,0.03333333333333333
03 Alicante/Alacant,2019-07-01,,,51.0,11679.0,37659.0,11679.0,1008.0,19.764705882352942,0.0863087593115849,229.0,31,0.03225806451612903
03 Alicante/Alacant,2019-08-01,,,50.0,11664.0,37617.0,11664.0,1053.0,21.06,0.09027777777777778,233.28,31,0.03225806451612903
03 Alicante/Alacant,2019-09-01,,,51.0,11679.0,37659.0,11679.0,1039.0,20.372549019607842,0.08896309615549276,229.0,30,0.03333333333333333
03 Alicante/Alacant,2019-10-01,,,50.0,11502.0,37164.0,11502.0,978.0,19.56,0.08502869066249348,230.04,31,0.03225806451612903
03 Alicante/Alacant,2019-11-01,,,48.0,10666.0,34366.0,10666.0,497.0,10.354166666666666,0.04659666229139321,222.20833333333334,30,0.03333333333333333
03 Alicante/Alacant,2019-12-01,,,48.0,10590.0,34109.0,10590.0,477.0,9.9375,0.045042492917847024,220.625,31,0.03225806451612903
03 Alicante/Alacant,2020-01-01,,,48.0,10614.0,34256.0,257707.0,477.0,9.9375,0.04494064443188242,221.125,31,0.7832230103879843
03 Alicante/Alacant,2020-02-01,,,48.0,10613.0,34250.0,253052.0,471.0,9.8125,0.04437953453311976,221.10416666666666,29,0.8221926914616752
03 Alicante/Alacant,2020-03-01,,,32.0,7164.0,22673.0,192267.0,243.0,7.59375,0.03391959798994975,223.875,31,0.8657399902739504
03 Alicante/Alacant,2020-04-01,,0.0,0.0,0.0,,,0.0,,,,30,
03 Alicante/Alacant,2020-05-01,,,7.0,1240.0,4179.0,18600.0,50.0,7.142857142857143,0.04032258064516129,177.14285714285714,31,0.4838709677419355
03 Alicante/Alacant,2020-06-01,,,32.0,8081.0,26053.0,125347.0,320.0,10.0,0.03959905952233635,252.53125,30,0.517044095202739
03 Alicante/Alacant,2020-07-01,,,47.0,10412.0,33520.0,172544.0,480.0,10.212765957446809,0.04610065309258548,221.53191489361703,31,0.5345692934950987
03 Alicante/Alacant,2020-08-01,,,49.0,11224.0,35946.0,209016.0,1089.0,22.224489795918366,0.09702423378474698,229.0612244897959,31,0.6007173568160393
03 Alicante/Alacant,2020-09-01,,,49.0,11446.0,36694.0,177831.0,830.0,16.93877551020408,0.07251441551633758,233.59183673469389,30,0.5178839769351739
03 Alicante/Alacant,2020-10-01,,,47.0,10806.0,34811.0,178423.0,624.0,13.27659574468085,0.05774569683509161,229.91489361702128,31,0.5326282292394309
03 Alicante/Alacant,2020-11-01,,,48.0,10458.0,33828.0,161032.0,404.0,8.416666666666666,0.03863071332950851,217.875,30,0.5132657614585325
03 Alicante/Alacant,2020-12-01,,,48.0,10439.0,33744.0,174477.0,406.0,8.458333333333334,0.03889261423507999,217.47916666666666,31,0.5391599121161649
03 Alicante/Alacant,2021-01-01,,,47.0,10405.0,33717.0,175618.0,388.0,8.25531914893617,0.037289764536280634,221.38297872340425,31,0.5444590844972176
03 Alicante/Alacant,2021-02-01,,,47.0,10405.0,33717.0,153296.0,365.0,7.76595744680851,0.035079288803459875,221.38297872340425,28,0.5261756023889613
03 Alicante/Alacant,2021-03-01,,,47.0,10467.0,33911.0,167095.0,388.0,8.25531914893617,0.03706888315658737,222.70212765957447,31,0.5149671625415669
03 Alicante/Alacant,2021-04-01,,,49.0,10891.0,34979.0,171000.0,658.0,13.428571428571429,0.06041685795611055,222.26530612244898,30,0.5233679184647875
03 Alicante/Alacant,2021-05-01,,,49.0,10876.0,34892.0,175384.0,680.0,13.877551020408163,0.0625229863920559,221.9591836734694,31,0.5201865012041903
03 Alicante/Alacant,2021-06-01,,,51.0,11582.0,37067.0,204242.0,973.0,19.07843137254902,0.0840096701778622,227.09803921568627,30,0.5878144246819778
03 Alicante/Alacant,2021-07-01,,,52.0,11930.0,38018.0,240447.0,1375.0,26.442307692307693,0.11525565800502934,229.42307692307693,31,0.6501554768407106
03 Alicante/Alacant,2021-08-01,,,53.0,11949.0,38063.0,265079.0,1395.0,26.32075471698113,0.1167461712277178,225.45283018867926,31,0.7156193391807656
03 Alicante/Alacant,2021-09-01,,,51.0,11877.0,37881.0,223862.0,1166.0,22.862745098039216,0.09817293929443462,232.88235294117646,30,0.6282787460357554
03 Alicante/Alacant,2021-10-01,,,52.0,11790.0,37624.0,251128.0,1028.0,19.76923076923077,0.08719253604749788,226.73076923076923,31,0.6870995102465184
03 Alicante/Alacant,2021-11-01,,,50.0,10944.0,34755.0,219185.0,670.0,13.4,0.06122076023391813,218.88,30,0.6675956384015594
03 Alicante/Alacant,2021-12-01,,,50.0,10873.0,34608.0,233444.0,525.0,10.5,0.0482847420215212,217.46,31,0.6925826922563437
03 Alicante/Alacant,2022-01-01,,,49.0,10766.0,34316.0,243585.0,518.0,10.571428571428571,0.04811443433029909,219.71428571428572,31,0.7298514439124364
03 Alicante/Alacant,2022-02-01,,,50.0,10907.0,34583.0,235805.0,544.0,10.88,0.04987622627670304,218.14,28,0.7721286460857378
03 Alicante/Alacant,2022-03-01,,,50.0,10903.0,34506.0,227007.0,525.0,10.5,0.04815188480234798,218.06,31,0.6716322527389621
03 Alicante/Alacant,2022-04-01,,,51.0,11569.0,36466.0,222501.0,1039.0,20.372549019607842,0.08980897225343591,226.84313725490196,30,0.641083931195436
03 Alicante/Alacant,2022-05-01,,,52.0,11987.0,38093.0,219012.0,1244.0,23.923076923076923,0.10377909401852006,230.51923076923077,31,0.5893804309507342
03 Alicante/Alacant,2022-06-01,,,52.0,11900.0,37800.0,225792.0,1242.0,23.884615384615383,0.10436974789915966,228.84615384615384,30,0.6324705882352941
03 Alicante/Alacant,2022-07-01,,,52.0,11974.0,38042.0,249839.0,1354.0,26.03846153846154,0.11307833639552363,230.26923076923077,31,0.6730685302025357
03 Alicante/Alacant,2022-08-01,,,54.0,12027.0,38214.0,277103.0,1349.0,24.98148148148148,0.11216429699842022,222.72222222222223,31,0.7432282740178684
03 Alicante/Alacant,2022-09-01,,,55.0,12086.0,38388.0,230735.0,1250.0,22.727272727272727,0.10342545093496608,219.74545454545455,30,0.636369904572784
03 Alicante/Alacant,2022-10-01,,,55.0,11993.0,38169.0,259983.0,1198.0,21.78181818181818,0.09989160343533728,218.05454545454546,31,0.6992869496453576
03 Alicante/Alacant,2022-11-01,,,50.0,10845.0,34586.0,224399.0,626.0,12.52,0.057722452743199634,216.9,30,0.689715690794529
03 Alicante/Alacant,2022-12-01,,,51.0,10838.0,34560.0,241142.0,629.0,12.333333333333334,0.05803653810666175,212.50980392156862,31,0.717731518135116
03 Alicante/Alacant,2023-01-01,,,51.0,10773.0,34404.0,260671.0,627.0,12.294117647058824,0.0582010582010582,211.23529411764707,31,0.7805385626551444
03 Alicante/Alacant,2023-02-01,,,52.0,10789.0,34450.0,244851.0,627.0,12.057692307692308,0.0581147465010659,207.48076923076923,28,0.8105179878977266
03 Alicante/Alacant,2023-03-01,,,51.0,10720.0,34248.0,237699.0,639.0,12.529411764705882,0.05960820895522388,210.19607843137254,31,0.7152714251324025
03 Alicante/Alacant,2023-04-01,,,55.0,11737.0,37500.0,237910.0,1249.0,22.70909090909091,0.10641560875862656,213.4,30,0.6756695350884667
03 Alicante/Alacant,2023-05-01,,,54.0,11803.0,37708.0,222962.0,1260.0,23.333333333333332,0.106752520545624,218.57407407407408,31,0.6093639397310142
03 Alicante/Alacant,2023-06-01,,,55.0,11871.0,37907.0,225689.0,1329.0,24.163636363636364,0.11195350012635835,215.83636363636364,30,0.6337264482071154
03 Alicante/Alacant,2023-07-01,,,55.0,11879.0,37913.0,245639.0,1352.0,24.581818181818182,0.11381429413250274,215.98181818181817,31,0.6670459390249532
03 Alicante/Alacant,2023-08-01,,,55.0,11879.0,37913.0,270682.0,1332.0,24.21818181818182,0.11213065072817577,215.98181818181817,31,0.7350515547903728
03 Alicante/Alacant,2023-09-01,,,55.0,11877.0,37910.0,225437.0,1268.0,23.054545454545455,0.10676096657405068,215.94545454545454,30,0.6326990541943813
03 Alicante/Alacant,2023-10-01,,,53.0,11748.0,37589.0,260379.0,1225.0,23.11320754716981,0.10427306775621382,221.66037735849056,31,0.7149576592309467
03 Alicante/Alacant,2023-11-01,,,51.0,11043.0,35187.0,231337.0,1005.0,19.705882352941178,0.09100787829394186,216.52941176470588,30,0.6982915270608833
03 Alicante/Alacant,2023-12-01,,,51.0,10770.0,34399.0,249232.0,585.0,11.470588235294118,0.054317548746518104,211.1764705882353,31,0.7464941444274718
